country,technology,year,spending_usd_ppp_millions
Germany,Nuclear,1983,2144.271
Germany,Nuclear,1984,2147.108
Germany,Nuclear,1985,2113.306
Germany,Nuclear,1986,1436.519
Germany,Nuclear,1987,975.477
Germany,Nuclear,1988,855.399
Germany,Nuclear,1989,738.774
Germany,Nuclear,1990,762.142
Germany,Nuclear,1991,696.942
Germany,Nuclear,1992,481.987
Germany,Nuclear,1993,455.478
Germany,Nuclear,1994,387.343
Germany,Nuclear,1995,351.493
Germany,Nuclear,1996,335.722
Germany,Nuclear,1997,324.114
Germany,Nuclear,1998,349.329
Germany,Nuclear,1999,180.295
Germany,Nuclear,2000,321.082
Germany,Nuclear,2001,275.726
Germany,Nuclear,2002,252.077
Germany,Nuclear,2003,295.487
Germany,Nuclear,2004,293.363
Germany,Nuclear,2005,285.732
Germany,Nuclear,2006,291.192
Germany,Nuclear,2007,288.509
Germany,Nuclear,2008,316.466
Germany,Nuclear,2009,421.768
Germany,Nuclear,2010,397.504
Germany,Nuclear,2011,429.146
Germany,Nuclear,2012,397.166
Germany,Nuclear,2013,406.839
Germany,Nuclear,2014,383.348
Germany,Nuclear,2015,387.244
Germany,Nuclear,2016,377.107
Germany,Nuclear,2017,375.456
Germany,Nuclear,2018,367.846
Germany,Nuclear,2019,370.191
Germany,Nuclear,2020,376.034
Germany,Nuclear,2021,224.472
Germany,Nuclear,2022,232.743
Germany,Nuclear,2023,179.695
Germany,Ocean,1974,0.0
Germany,Ocean,1975,0.478
Germany,Ocean,1976,0.463
Germany,Ocean,1977,2.248
Germany,Ocean,1978,4.347
Germany,Ocean,1979,3.749
Germany,Ocean,1980,3.948
Germany,Ocean,1981,0.0
Germany,Ocean,1982,0.0
Germany,Ocean,1983,0.0
Germany,Ocean,1984,0.0
Germany,Ocean,1985,0.0
Germany,Ocean,1986,0.0
Germany,Ocean,1987,0.0
Germany,Ocean,1988,0.0
Germany,Ocean,1990,0.0
Germany,Ocean,1991,0.0
Germany,Ocean,1993,0.0
Germany,Ocean,1996,0.0
Germany,Ocean,1997,0.0
Germany,Ocean,1998,0.0
Germany,Ocean,1999,0.0
Germany,Ocean,2000,0.0
Germany,Ocean,2001,0.0
Germany,Ocean,2002,0.0
Germany,Ocean,2003,0.0
Germany,Ocean,2004,0.0
Germany,Ocean,2005,0.0
Germany,Ocean,2006,0.0
Germany,Ocean,2007,0.0
Germany,Ocean,2008,0.0
Germany,Ocean,2009,5.41
Germany,Ocean,2014,0.0
Germany,Ocean,2015,0.0
Germany,Ocean,2016,0.0
Germany,Ocean,2017,0.0
Germany,Ocean,2018,0.0
Germany,Ocean,2019,0.0
Germany,Ocean,2020,0.0
Germany,Ocean,2021,0.0
Germany,Ocean,2022,0.0
Germany,Ocean,2023,0.0
Germany,Solar,1974,2.53
Germany,Solar,1975,23.96
Germany,Solar,1976,39.428
Germany,Solar,1977,44.992
Germany,Solar,1978,66.045
Germany,Solar,1979,191.875
Germany,Solar,1980,151.93
Germany,Solar,1981,151.629
Germany,Solar,1982,308.99
Germany,Solar,1983,149.464
Germany,Solar,1984,188.453
Germany,Solar,1985,152.415
Germany,Solar,1986,110.725
Germany,Solar,1987,155.553
Germany,Solar,1988,174.099
Germany,Solar,1989,175.312
Germany,Solar,1990,190.76
Germany,Solar,1991,190.218
Germany,Solar,1992,185.568
Germany,Solar,1993,177.646
Germany,Solar,1994,114.8
Germany,Solar,1995,105.678
Germany,Solar,1996,112.859
Germany,Solar,1997,94.376
Germany,Solar,1998,112.6
Germany,Solar,1999,99.805
Germany,Solar,2000,108.495
Germany,Solar,2001,90.82
Germany,Solar,2002,87.39
Germany,Solar,2003,80.279
Germany,Solar,2004,82.522
Germany,Solar,2005,108.302
Germany,Solar,2006,106.175
Germany,Solar,2007,92.849
Germany,Solar,2008,128.586
Germany,Solar,2009,116.784
Germany,Solar,2010,125.713
Germany,Solar,2011,140.094
Germany,Solar,2012,151.075
Germany,Solar,2013,134.872
Germany,Solar,2014,121.24
Germany,Solar,2015,148.302
Germany,Solar,2016,140.44
Germany,Solar,2017,174.946
Germany,Solar,2018,160.079
Germany,Solar,2019,193.574
Germany,Solar,2020,165.785
Germany,Solar,2021,168.276
Germany,Solar,2022,127.836
Germany,Solar,2023,123.738
Germany,Wind,1974,0.0
Germany,Wind,1975,0.0
Germany,Wind,1976,0.0
Germany,Wind,1977,13.498
Germany,Wind,1978,21.726
Germany,Wind,1979,39.793
Germany,Wind,1980,74.979
Germany,Wind,1981,90.449
Germany,Wind,1982,68.664
Germany,Wind,1983,29.544
Germany,Wind,1984,31.666
Germany,Wind,1985,40.857
Germany,Wind,1986,19.617
Germany,Wind,1987,28.427
Germany,Wind,1988,25.164
Germany,Wind,1989,19.529
Germany,Wind,1990,32.586
Germany,Wind,1991,23.08
Germany,Wind,1992,31.688
Germany,Wind,1993,62.11
Germany,Wind,1994,44.628
Germany,Wind,1995,44.583
Germany,Wind,1996,73.833
Germany,Wind,1997,46.449
Germany,Wind,1998,44.655
Germany,Wind,1999,45.89
Germany,Wind,2000,33.192
Germany,Wind,2001,38.332
Germany,Wind,2002,30.275
Germany,Wind,2003,25.842
Germany,Wind,2004,15.499
Germany,Wind,2005,35.143
Germany,Wind,2006,20.901
Germany,Wind,2007,32.7
Germany,Wind,2008,60.318
Germany,Wind,2009,55.218
Germany,Wind,2010,72.102
Germany,Wind,2011,83.435
Germany,Wind,2012,73.494
Germany,Wind,2013,98.694
Germany,Wind,2014,97.62
Germany,Wind,2015,95.92
Germany,Wind,2016,88.775
Germany,Wind,2017,132.263
Germany,Wind,2018,103.118
Germany,Wind,2019,127.219
Germany,Wind,2020,126.708
Germany,Wind,2021,134.24
Germany,Wind,2022,135.751
Germany,Wind,2023,106.999
Greece,Biofuels,1977,0.0
Greece,Biofuels,1978,0.0
Greece,Biofuels,1979,0.0
Greece,Biofuels,1980,0.0
Greece,Biofuels,1981,0.205
Greece,Biofuels,1982,0.0
Greece,Biofuels,1983,0.0
Greece,Biofuels,1984,1.329
Greece,Biofuels,1985,2.258
Greece,Biofuels,1986,0.0
Greece,Biofuels,1987,0.753
Greece,Biofuels,1988,1.441
Greece,Biofuels,1989,1.899
Greece,Biofuels,1990,0.759
Greece,Biofuels,1991,1.037
Greece,Biofuels,1992,1.113
Greece,Biofuels,1993,0.959
Greece,Biofuels,1994,1.402
Greece,Biofuels,1995,2.467
Greece,Biofuels,1996,2.186
Greece,Biofuels,1997,1.539
Greece,CO2 capture & storage,1977,0.0
Greece,CO2 capture & storage,1978,0.0
Greece,CO2 capture & storage,1979,0.0
Greece,CO2 capture & storage,1980,0.0
Greece,CO2 capture & storage,1981,0.0
Greece,CO2 capture & storage,1982,0.0
Greece,CO2 capture & storage,1983,0.0
Greece,CO2 capture & storage,1984,0.0
Greece,CO2 capture & storage,1985,0.0
Greece,CO2 capture & storage,1986,0.0
Greece,CO2 capture & storage,1989,0.0
Greece,CO2 capture & storage,1990,0.0
Greece,CO2 capture & storage,1991,0.0
Greece,CO2 capture & storage,1992,0.0
Greece,CO2 capture & storage,1993,0.0
Greece,CO2 capture & storage,1994,0.0
Greece,CO2 capture & storage,1995,0.0
Greece,CO2 capture & storage,1996,0.0
Greece,CO2 capture & storage,1997,0.0
Greece,Geothermal,1977,1.016
Greece,Geothermal,1978,1.905
Greece,Geothermal,1979,5.799
Greece,Geothermal,1980,14.011
Greece,Geothermal,1981,29.919
Greece,Geothermal,1982,4.479
Greece,Geothermal,1983,3.696
Greece,Geothermal,1984,9.852
Greece,Geothermal,1985,15.775
Greece,Geothermal,1986,8.529
Greece,Geothermal,1987,3.853
Greece,Geothermal,1988,8.33
Greece,Geothermal,1989,5.966
Greece,Geothermal,1990,5.969
Greece,Geothermal,1991,5.132
Greece,Geothermal,1992,0.0
Greece,Geothermal,1993,0.0
Greece,Geothermal,1994,0.649
Greece,Geothermal,1995,2.749
Greece,Geothermal,1996,1.519
Greece,Geothermal,1997,5.309
Greece,Hydro,1977,0.0
Greece,Hydro,1978,0.0
Greece,Hydro,1979,0.0
Greece,Hydro,1980,0.0
Greece,Hydro,1982,0.0
Greece,Hydro,1983,0.0
Greece,Hydro,1985,0.0
Greece,Hydro,1986,0.0
Greece,Hydro,1987,0.0
Greece,Hydro,1988,0.0
Greece,Hydro,1989,0.0
Greece,Hydro,1991,0.0
Greece,Hydro,1992,0.0
Greece,Hydro,1993,0.0
Greece,Hydro,1994,0.092
Greece,Hydro,1995,0.08
Greece,Hydro,1996,0.124
Greece,Hydro,1997,0.713
Greece,Hydrogen & fuel cells,2005,0.0
Greece,Hydrogen & fuel cells,2006,0.0
Greece,Hydrogen & fuel cells,2010,1.297
Greece,Hydrogen & fuel cells,2011,1.093
Greece,Nuclear,1977,2.71
Greece,Nuclear,1978,5.953
Greece,Nuclear,1979,6.245
Greece,Nuclear,1980,7.026
Greece,Nuclear,1981,10.78
Greece,Nuclear,1982,7.348
Greece,Nuclear,1983,6.857
Greece,Nuclear,1984,11.4
Greece,Nuclear,1985,13.302
Greece,Nuclear,1986,5.255
Greece,Nuclear,1987,6.313
Greece,Nuclear,1988,0.567
Greece,Nuclear,1989,1.403
Greece,Nuclear,1990,0.592
Greece,Nuclear,1991,0.405
Greece,Nuclear,1992,0.061
Greece,Nuclear,1993,0.066
Greece,Nuclear,1994,0.454
Greece,Nuclear,1995,0.686
Greece,Nuclear,1996,0.734
Greece,Nuclear,1997,0.609
Greece,Nuclear,2000,2.595
Greece,Nuclear,2001,2.715
Greece,Nuclear,2002,2.906
Greece,Nuclear,2005,0.025
Greece,Nuclear,2006,0.237
Greece,Nuclear,2010,0.0
Greece,Nuclear,2011,0.0
Greece,Ocean,1977,0.0
Greece,Ocean,1978,0.0
Greece,Ocean,1979,0.0
Greece,Ocean,1980,0.0
Greece,Ocean,1982,0.0
Greece,Ocean,1983,0.0
Greece,Ocean,1985,0.0
Greece,Ocean,1986,0.0
Greece,Ocean,1987,0.0
Greece,Ocean,1988,0.279
Greece,Ocean,1989,0.0
Greece,Ocean,1990,0.202
Greece,Ocean,1991,0.359
Greece,Ocean,1992,0.0
Greece,Ocean,1993,0.0
Greece,Ocean,1994,0.0
Greece,Ocean,1995,0.036
Greece,Ocean,1996,0.037
Greece,Ocean,1997,0.506
Greece,Solar,1977,1.558
Greece,Solar,1978,1.191
Greece,Solar,1979,4.956
Greece,Solar,1980,25.943
Greece,Solar,1981,20.469
Greece,Solar,1982,3.915
Greece,Solar,1983,5.922
Greece,Solar,1984,6.793
Greece,Solar,1985,8.924
Greece,Solar,1986,30.08
Greece,Solar,1987,10.85
Greece,Solar,1988,36.655
Greece,Solar,1989,8.966
Greece,Solar,1990,2.981
Greece,Solar,1991,3.435
Greece,Solar,1992,4.764
Greece,Solar,1993,4.982
Greece,Solar,1994,1.202
Greece,Solar,1995,1.222
Greece,Solar,1996,0.677
Greece,Solar,1997,1.841
Greece,Wind,1977,0.068
Greece,Wind,1978,0.536
Greece,Wind,1979,0.446
Greece,Wind,1980,3.035
Greece,Wind,1981,1.501
Greece,Wind,1982,5.203
Greece,Wind,1983,3.406
Greece,Wind,1984,0.219
Greece,Wind,1985,0.584
Greece,Wind,1986,4.556
Greece,Wind,1987,5.245
Greece,Wind,1988,3.949
Greece,Wind,1989,6.907
Greece,Wind,1990,1.776
Greece,Wind,1991,1.888
Greece,Wind,1992,6.843
Greece,Wind,1993,3.112
Greece,Wind,1994,1.533
Greece,Wind,1995,2.14
Greece,Wind,1996,3.508
Greece,Wind,1997,7.028
Hungary,Biofuels,1995,1.119
Hungary,Biofuels,1996,0.11
Hungary,Biofuels,1998,0.0
Hungary,Biofuels,1999,0.0
Hungary,Biofuels,2000,1.41
Hungary,Biofuels,2001,2.833
Hungary,Biofuels,2002,3.85
Hungary,Biofuels,2003,4.771
Hungary,Biofuels,2004,9.654
Hungary,Biofuels,2005,12.258
Hungary,Biofuels,2006,13.886
Hungary,Biofuels,2007,14.865
Hungary,Biofuels,2008,14.184
Hungary,Biofuels,2009,14.805
Hungary,Biofuels,2010,14.439
Hungary,Biofuels,2011,14.166
Hungary,Biofuels,2012,13.215
Hungary,Biofuels,2019,0.0
Hungary,Biofuels,2020,0.855
Hungary,Biofuels,2021,13.55
Hungary,Biofuels,2022,0.0
Hungary,Biofuels,2023,0.944
Hungary,Biofuels,2024,0.003
Hungary,CO2 capture & storage,1998,0.0
Hungary,CO2 capture & storage,1999,0.0
Hungary,CO2 capture & storage,2000,0.0
Hungary,CO2 capture & storage,2001,0.0
Hungary,CO2 capture & storage,2002,0.0
Hungary,CO2 capture & storage,2003,0.0
Hungary,CO2 capture & storage,2004,0.0
Hungary,CO2 capture & storage,2005,0.0
Hungary,CO2 capture & storage,2006,0.0
Hungary,CO2 capture & storage,2007,0.0
Hungary,CO2 capture & storage,2008,0.0
Hungary,CO2 capture & storage,2009,0.0
Hungary,CO2 capture & storage,2010,0.0
Hungary,CO2 capture & storage,2011,0.0
Hungary,CO2 capture & storage,2012,0.0
Hungary,CO2 capture & storage,2015,0.0
Hungary,CO2 capture & storage,2019,0.0
Hungary,CO2 capture & storage,2020,0.0
Hungary,CO2 capture & storage,2021,0.858
Hungary,CO2 capture & storage,2022,0.278
Hungary,CO2 capture & storage,2023,0.0
Hungary,CO2 capture & storage,2024,0.194
Hungary,Geothermal,1995,0.0
Hungary,Geothermal,1996,0.142
Hungary,Geothermal,1998,0.0
Hungary,Geothermal,1999,0.0
Hungary,Geothermal,2000,0.019
Hungary,Geothermal,2001,0.0
Hungary,Geothermal,2002,0.0
Hungary,Geothermal,2003,0.0
Hungary,Geothermal,2004,0.0
Hungary,Geothermal,2005,0.0
Hungary,Geothermal,2006,0.0
Hungary,Geothermal,2007,0.0
Hungary,Geothermal,2008,0.0
Hungary,Geothermal,2009,0.0
Hungary,Geothermal,2010,0.0
Hungary,Geothermal,2011,0.0
Hungary,Geothermal,2012,0.0
Hungary,Geothermal,2019,0.0
Hungary,Geothermal,2020,3.271
Hungary,Geothermal,2021,0.832
Hungary,Geothermal,2022,0.139
Hungary,Geothermal,2023,0.0
Hungary,Hydro,1995,0.0
Hungary,Hydro,1996,0.0
Hungary,Hydro,1998,0.0
Hungary,Hydro,1999,0.0
Hungary,Hydro,2000,0.0
Hungary,Hydro,2001,0.0
Hungary,Hydro,2002,0.0
Hungary,Hydro,2003,0.0
Hungary,Hydro,2004,0.0
Hungary,Hydro,2005,0.0
Hungary,Hydro,2006,0.0
Hungary,Hydro,2007,0.0
Hungary,Hydro,2008,0.0
Hungary,Hydro,2009,0.0
Hungary,Hydro,2010,0.0
Hungary,Hydro,2011,0.0
Hungary,Hydro,2012,0.0
Hungary,Hydro,2019,0.0
Hungary,Hydro,2020,0.0
Hungary,Hydro,2022,0.0
Hungary,Hydro,2023,0.0
Hungary,Hydro,2024,0.011
Hungary,Hydrogen & fuel cells,2004,0.0
Hungary,Hydrogen & fuel cells,2005,0.0
Hungary,Hydrogen & fuel cells,2006,0.0
Hungary,Hydrogen & fuel cells,2007,0.0
Hungary,Hydrogen & fuel cells,2008,0.0
Hungary,Hydrogen & fuel cells,2009,0.0
Hungary,Hydrogen & fuel cells,2010,0.0
Hungary,Hydrogen & fuel cells,2011,0.0
Hungary,Hydrogen & fuel cells,2012,0.0
Hungary,Hydrogen & fuel cells,2013,0.174
Hungary,Hydrogen & fuel cells,2015,0.02
Hungary,Hydrogen & fuel cells,2016,0.0
Hungary,Hydrogen & fuel cells,2017,1.721
Hungary,Hydrogen & fuel cells,2018,1.951
Hungary,Hydrogen & fuel cells,2019,4.16
Hungary,Hydrogen & fuel cells,2020,0.005
Hungary,Hydrogen & fuel cells,2021,14.164
Hungary,Hydrogen & fuel cells,2022,0.0
Hungary,Hydrogen & fuel cells,2023,1.403
Hungary,Hydrogen & fuel cells,2024,1.335
Hungary,Nuclear,1998,0.864
Hungary,Nuclear,1999,1.545
Hungary,Nuclear,2000,3.792
Hungary,Nuclear,2001,3.713
Hungary,Nuclear,2002,3.712
Hungary,Nuclear,2003,4.168
Hungary,Nuclear,2004,1.498
Hungary,Nuclear,2005,1.46
Hungary,Nuclear,2006,1.408
Hungary,Nuclear,2007,1.335
Hungary,Nuclear,2008,1.274
Hungary,Nuclear,2009,1.254
Hungary,Nuclear,2010,1.223
Hungary,Nuclear,2011,1.257
Hungary,Nuclear,2012,1.333
Hungary,Nuclear,2013,0.418
Hungary,Nuclear,2014,0.017
Hungary,Nuclear,2015,0.337
Hungary,Nuclear,2016,2.33
Hungary,Nuclear,2017,0.0
Hungary,Nuclear,2018,0.0
Hungary,Nuclear,2019,0.044
Hungary,Nuclear,2020,1.247
Hungary,Nuclear,2021,0.066
Hungary,Nuclear,2022,7.706
Hungary,Nuclear,2023,0.738
Hungary,Nuclear,2024,2.084
Hungary,Ocean,1995,0.0
Hungary,Ocean,1996,0.0
Hungary,Ocean,1998,0.0
Hungary,Ocean,1999,0.0
Hungary,Ocean,2000,0.0
Hungary,Ocean,2001,0.0
Hungary,Ocean,2002,0.0
Hungary,Ocean,2003,0.0
Hungary,Ocean,2004,0.0
Hungary,Ocean,2005,0.0
Hungary,Ocean,2006,0.0
Hungary,Ocean,2007,0.0
Hungary,Ocean,2008,0.0
Hungary,Ocean,2009,0.0
Hungary,Ocean,2010,0.0
Hungary,Ocean,2011,0.0
Hungary,Ocean,2012,0.0
Hungary,Ocean,2019,0.0
Hungary,Ocean,2020,0.0
Hungary,Ocean,2022,0.0
Hungary,Ocean,2023,0.0
Hungary,Solar,1995,0.596
Hungary,Solar,1996,0.079
Hungary,Solar,1998,0.115
Hungary,Solar,1999,0.053
Hungary,Solar,2000,0.37
Hungary,Solar,2001,1.215
Hungary,Solar,2002,2.097
Hungary,Solar,2003,0.0
Hungary,Solar,2004,0.0
Hungary,Solar,2005,0.0
Hungary,Solar,2006,0.0
Hungary,Solar,2007,0.0
Hungary,Solar,2008,0.0
Hungary,Solar,2009,0.0
Hungary,Solar,2010,0.0
Hungary,Solar,2011,0.0
Hungary,Solar,2012,0.0
Hungary,Solar,2019,0.0
Hungary,Solar,2020,0.64
Hungary,Solar,2021,17.402
Hungary,Solar,2022,0.216
Hungary,Solar,2023,0.004
Hungary,Solar,2024,1.293
Hungary,Wind,1995,0.0
Hungary,Wind,1996,0.0
Hungary,Wind,1998,0.0
Hungary,Wind,1999,0.011
Hungary,Wind,2000,0.0
Hungary,Wind,2001,0.0
Hungary,Wind,2002,0.973
Hungary,Wind,2003,0.277
Hungary,Wind,2004,0.263
Hungary,Wind,2005,0.285
Hungary,Wind,2006,0.344
Hungary,Wind,2007,0.326
Hungary,Wind,2008,0.311
Hungary,Wind,2009,0.298
Hungary,Wind,2010,0.291
Hungary,Wind,2011,0.286
Hungary,Wind,2012,0.278
Hungary,Wind,2019,0.018
Hungary,Wind,2020,0.0
Hungary,Wind,2021,0.035
Hungary,Wind,2022,0.861
Hungary,Wind,2023,0.0
Ireland,Biofuels,1974,0.0
Ireland,Biofuels,1975,0.0
Ireland,Biofuels,1976,0.271
Ireland,Biofuels,1977,0.602
Ireland,Biofuels,1978,1.644
Ireland,Biofuels,1979,2.223
Ireland,Biofuels,1980,1.596
Ireland,Biofuels,1981,6.093
Ireland,Biofuels,1982,6.867
Ireland,Biofuels,1983,4.093
Ireland,Biofuels,1984,1.224
Ireland,Biofuels,1985,0.712
Ireland,Biofuels,1986,0.722
Ireland,Biofuels,1987,1.4
Ireland,Biofuels,1988,1.858
Ireland,Biofuels,1990,0.798
Ireland,Biofuels,2002,0.189
Ireland,Biofuels,2003,0.572
Ireland,Biofuels,2004,2.433
Ireland,Biofuels,2005,1.803
Ireland,Biofuels,2006,7.904
Ireland,Biofuels,2007,12.57
Ireland,Biofuels,2008,23.22
Ireland,Biofuels,2009,7.29
Ireland,Biofuels,2010,6.563
Ireland,Biofuels,2011,6.61
Ireland,Biofuels,2012,3.879
Ireland,Biofuels,2013,4.1
Ireland,Biofuels,2014,5.11
Ireland,Biofuels,2015,16.924
Ireland,Biofuels,2016,2.385
Ireland,Biofuels,2017,3.119
Ireland,Biofuels,2018,3.499
Ireland,Biofuels,2019,3.481
Ireland,Biofuels,2020,3.534
Ireland,Biofuels,2021,4.238
Ireland,Biofuels,2022,2.619
Ireland,Biofuels,2023,3.633
Ireland,Biofuels,2024,3.72
Ireland,CO2 capture & storage,1974,0.0
Ireland,CO2 capture & storage,1975,0.0
Ireland,CO2 capture & storage,1976,0.0
Ireland,CO2 capture & storage,1977,0.0
Ireland,CO2 capture & storage,1978,0.0
Ireland,CO2 capture & storage,1979,0.0
Ireland,CO2 capture & storage,1980,0.0
Ireland,CO2 capture & storage,1981,0.0
Ireland,CO2 capture & storage,1982,0.0
Ireland,CO2 capture & storage,1983,0.0
Ireland,CO2 capture & storage,1984,0.0
Ireland,CO2 capture & storage,1985,0.0
Ireland,CO2 capture & storage,1986,0.0
Ireland,CO2 capture & storage,1987,0.0
Ireland,CO2 capture & storage,1990,0.0
Ireland,CO2 capture & storage,2002,0.0
Ireland,CO2 capture & storage,2003,0.0
Ireland,CO2 capture & storage,2004,0.0
Ireland,CO2 capture & storage,2005,0.0
Ireland,CO2 capture & storage,2006,0.0
Ireland,CO2 capture & storage,2007,0.0
Ireland,CO2 capture & storage,2008,0.0
Ireland,CO2 capture & storage,2009,0.0
Ireland,CO2 capture & storage,2010,0.078
Ireland,CO2 capture & storage,2011,0.0
Ireland,CO2 capture & storage,2012,0.0
Ireland,CO2 capture & storage,2013,0.0
Ireland,CO2 capture & storage,2014,0.0
Ireland,CO2 capture & storage,2016,0.068
Ireland,CO2 capture & storage,2017,0.067
Ireland,CO2 capture & storage,2018,0.162
Ireland,CO2 capture & storage,2019,0.443
Ireland,CO2 capture & storage,2020,0.353
Ireland,CO2 capture & storage,2021,0.212
Ireland,CO2 capture & storage,2022,0.17
Ireland,CO2 capture & storage,2023,0.335
Ireland,CO2 capture & storage,2024,0.938
Ireland,Geothermal,1974,0.0
Ireland,Geothermal,1975,0.0
Ireland,Geothermal,1976,0.0
Ireland,Geothermal,1978,0.0
Ireland,Geothermal,1979,0.0
Ireland,Geothermal,1980,0.086
Ireland,Geothermal,1981,0.709
Ireland,Geothermal,1982,0.852
Ireland,Geothermal,1983,0.271
Ireland,Geothermal,1984,0.052
Ireland,Geothermal,1985,0.0
Ireland,Geothermal,1986,0.452
Ireland,Geothermal,1987,1.228
Ireland,Geothermal,1988,0.844
Ireland,Geothermal,1990,0.16
Ireland,Geothermal,2002,0.0
Ireland,Geothermal,2003,0.0
Ireland,Geothermal,2004,0.285
Ireland,Geothermal,2005,0.134
Ireland,Geothermal,2006,0.476
Ireland,Geothermal,2007,0.089
Ireland,Geothermal,2008,2.263
Ireland,Geothermal,2009,0.778
Ireland,Geothermal,2010,0.667
Ireland,Geothermal,2011,0.047
Ireland,Geothermal,2012,0.017
Ireland,Geothermal,2013,0.392
Ireland,Geothermal,2014,0.361
Ireland,Geothermal,2015,0.194
Ireland,Geothermal,2016,0.534
Ireland,Geothermal,2017,0.278
Ireland,Geothermal,2018,0.274
Ireland,Geothermal,2019,0.671
Ireland,Geothermal,2020,0.557
Ireland,Geothermal,2021,1.744
Ireland,Geothermal,2022,2.351
Ireland,Geothermal,2023,2.602
Ireland,Geothermal,2024,1.712
Ireland,Hydro,1974,0.0
Ireland,Hydro,1975,0.0
Ireland,Hydro,1976,0.0
Ireland,Hydro,1978,0.0
Ireland,Hydro,1979,0.0
Ireland,Hydro,1980,0.0
Ireland,Hydro,1981,0.0
Ireland,Hydro,1982,0.0
Ireland,Hydro,1983,0.0
Ireland,Hydro,1984,0.0
Ireland,Hydro,1985,0.0
Ireland,Hydro,1986,0.0
Ireland,Hydro,1987,0.0
Ireland,Hydro,1988,0.0
Ireland,Hydro,1990,0.0
Ireland,Hydro,2002,0.038
Ireland,Hydro,2003,0.0
Ireland,Hydro,2004,0.374
Ireland,Hydro,2005,0.578
Ireland,Hydro,2006,0.153
Ireland,Hydro,2007,0.265
Ireland,Hydro,2008,0.27
Ireland,Hydro,2009,0.0
Ireland,Hydro,2010,0.0
Ireland,Hydro,2011,0.036
Ireland,Hydro,2012,0.0
Ireland,Hydro,2015,0.0
Ireland,Hydro,2023,0.168
Ireland,Hydro,2024,0.843
Ireland,Hydrogen & fuel cells,2004,0.0
Ireland,Hydrogen & fuel cells,2005,0.0
Ireland,Hydrogen & fuel cells,2006,0.0
Ireland,Hydrogen & fuel cells,2007,0.0
Ireland,Hydrogen & fuel cells,2008,0.0
Ireland,Hydrogen & fuel cells,2009,0.0
Ireland,Hydrogen & fuel cells,2010,1.087
Ireland,Hydrogen & fuel cells,2011,0.353
Ireland,Hydrogen & fuel cells,2012,0.183
Ireland,Hydrogen & fuel cells,2013,0.257
Ireland,Hydrogen & fuel cells,2014,0.155
Ireland,Hydrogen & fuel cells,2015,0.07
Ireland,Hydrogen & fuel cells,2016,0.699
Ireland,Hydrogen & fuel cells,2017,0.297
Ireland,Hydrogen & fuel cells,2018,0.157
Ireland,Hydrogen & fuel cells,2019,0.644
Ireland,Hydrogen & fuel cells,2020,0.405
Ireland,Hydrogen & fuel cells,2021,0.865
Ireland,Hydrogen & fuel cells,2022,3.262
Ireland,Hydrogen & fuel cells,2023,2.559
Ireland,Hydrogen & fuel cells,2024,4.089
Ireland,Nuclear,1974,0.0
Ireland,Nuclear,1975,0.0
Ireland,Nuclear,1976,0.0
Ireland,Nuclear,1977,0.0
Ireland,Nuclear,1978,2.743
Ireland,Nuclear,1979,2.801
Ireland,Nuclear,1980,2.61
Ireland,Nuclear,1981,0.0
Ireland,Nuclear,1982,0.0
Ireland,Nuclear,1983,0.0
Ireland,Nuclear,1984,0.205
Ireland,Nuclear,1985,0.094
